OPEN,CLOSE,HIGH,LOW,VOLUME,QPL,QPL+,QPL-,MA5,MA21,MACD,RSI,BBup,BBlow,CCI,Stoch,ADX,ATR
0.77222,0.77261,0.77457,0.76876,203691,0.7731556035112267,0.7753527046288244,0.7690999526279735,0.7756980000000017,0.7710133333333333,0.001976691358793414,48.25524349402055,0.7857606835198993,0.7680993164801063,-69.50710108607703,34.60616438356156,24.76641978225341,0.007564999999999998
0.7839699999999999,0.77232,0.78437,0.7718699999999999,198847,0.7849198395336774,0.7871503714587287,0.7808024783892574,0.7764600000000016,0.7703209523809523,0.002523555092303842,47.97273502698324,0.7856836286694535,0.7684363713305522,-84.36503817928519,52.97270139005178,25.49758758560513,0.007434166666666668
0.78279,0.7839699999999999,0.7855799999999999,0.78196,201359,0.7837384098735505,0.7859655844919808,0.7796272460149327,0.7770820000000015,0.7698580952380951,0.003214373092641831,60.24161689685961,0.7858975690079408,0.767948145277779,117.5967001322702,77.87878787878768,28.97336506225639,0.007042499999999998
0.78548,0.78272,0.78903,0.7825800000000001,194257,0.7864316690140094,0.7886664971534653,0.7823063774445373,0.7758800000000015,0.7690428571428571,0.002863171731725678,59.20206029270713,0.7843925809053153,0.7681745619518331,122.3584864486887,82.88988153039412,28.08170320745662,0.007304166666666667
0.77819,0.78438,0.78615,0.77603,177556,0.7791328366222081,0.7813469234351673,0.775045831674345,0.7751260000000014,0.7681071428571429,0.00250053767860392,61.17449770470747,0.7830324667941814,0.7680632474915386,187.5979650762863,78.1674208144796,25.45982109942252,0.007385833333333332
0.77459,0.77793,0.77866,0.77002,190335,0.7755284749472444,0.7777323191298349,0.7714603769730155,0.7743880000000014,0.7674738095238095,0.001832295120930749,55.86968047208623,0.7805548514814187,0.7692322913757297,79.7349145447666,51.54561447599922,24.20807310649818,0.007064999999999997
0.77034,0.77459,0.77542,0.76991,179855,0.7712733257476346,0.7734650779360398,0.7672275485061681,0.7734980000000015,0.7667109523809523,0.001609450327378026,52.76651142712087,0.7800141880124775,0.7691315262732424,-0.6582040433078282,40.09318293281038,27.17911016784834,0.00723583333333334
0.77572,0.77034,0.77633,0.76745,190043,0.7766598440285525,0.7788669032590086,0.7725858113653772,0.7733000000000014,0.7659238095238095,0.001641681877026957,48.48647557969272,0.7800535646847238,0.769159292458139,-120.0023117379219,28.40527268027928,28.6864798271903,0.007432499999999999
0.77189,0.77586,0.77661,0.77054,178801,0.7728252036910217,0.7750213659008356,0.7687712859470183,0.7742320000000014,0.7653380952380952,0.002091669318549316,54.43548942769825,0.7798401753653398,0.7696455389203801,29.68347320419427,41.41386782231865,30.42575251104642,0.006985000000000001
0.77642,0.77132,0.7783600000000001,0.76954,184656,0.7773606921320176,0.7795697429850456,0.7732829831128579,0.7736780000000014,0.7647633333333332,0.002073556281095512,49.72449134032703,0.7814507272163922,0.7662992727836135,-115.2514762778309,50.52433449852111,34.91268180607005,0.00694166666666667
0.77877,0.77641,0.78174,0.77497,185262,0.7797135393365078,0.7819292763510264,0.7756234882651147,0.7719360000000014,0.764855238095238,0.002482531185565851,55.72229832133781,0.7828503645571062,0.7635996354428994,50.27694929691547,64.46876668446325,40.08990791571271,0.007068333333333334
0.77615,0.77879,0.78007,0.7724800000000001,181322,0.7770903650063954,0.7792986476621456,0.7730140740102582,0.7693360000000015,0.7648085714285715,0.002450167791844926,58.80185090494204,0.7832402703985932,0.7611354438871265,114.5076713924701,73.79935965848406,41.13389884199297,0.007040000000000009
0.77968,0.77611,0.78032,0.77608,182549,0.7806246418710125,0.7828429679948743,0.7765298115368398,0.7670260000000015,0.7649066666666667,0.002130894255978122,56.27511141319538,0.7821785119046031,0.760235773809688,67.30552861296653,62.05059920106467,43.75843004989196,0.006750000000000006
0.7738699999999999,0.77967,0.78144,0.77364,180375,0.7748076026122517,0.7770093982687684,0.7707432860327494,0.7650260000000015,0.7651133333333333,0.001965263026475705,60.88078926828887,0.7818862522129131,0.7583837477870925,123.7325767854826,46.75704412546459,41.06559715167222,0.007006666666666671
0.77039,0.77443,0.77598,0.76922,178893,0.7713233863264536,0.7735152807736139,0.767277346488131,0.7627960000000015,0.7651999999999999,0.001362798976798252,55.95379195029649,0.7798014415897641,0.7584814155530988,63.09408341414073,32.73371490869407,37.95848226911098,0.006839166666666664
0.77494,0.7704,0.7764,0.76897,187574,0.775878898998977,0.7780837389928533,0.7718089628467558,0.7632060000000014,0.7657404761904761,0.00110754051372941,51.6004515456914,0.7788921801880606,0.7580635340976594,18.3302351895004,36.85829193281267,37.33860195339484,0.006914999999999995
0.77236,0.77502,0.77617,0.7699,186679,0.7732957731319198,0.7754932725740319,0.7692393869774697,0.7637900000000014,0.7664061904761904,0.001175955486121927,57.66781239405378,0.7788000871286552,0.7568584842999219,80.71828700065684,62.31418240257135,36.62335543526084,0.006812499999999999
0.7755300000000001,0.77242,0.78151,0.7708199999999999,190831,0.7764696138290406,0.7786761324762274,0.7723965790339182,0.7636760000000014,0.7672047619047619,0.0007757730619956105,54.89637916752485,0.7775007027665217,0.7562407258049124,62.95825924981916,73.3667442276714,34.23380561472676,0.006810833333333331
0.77266,0.77522,0.7784,0.77053,189171,0.7735961366048334,0.7757944895994762,0.7695381748692471,0.7629840000000014,0.7675861904761906,0.0005184380688453283,58.74215136342017,0.7767540913702521,0.7551116229154679,117.1798460461417,87.77276825969342,29.63996758610906,0.006298333333333322
